Name,latitude,longitude
Nyelâyu,-20.33333333,164.3333333
Nyamwezi,-5,33
Nyigina,-18,124.3333333
Nyangumarda,-20,121
Nyulnyul,-17,122.8333333
Nzakara,5,23
Naga (Zeme),25.16666667,93.5
New Zealand Sign Language,-43,172
Ogbronuagum,4.75,6.866666667
Obokuitai,-3,138
Obolo,4.583333333,7.833333333
Ocaina,-2.75,-71.75
Occitan,44,2
Ocuilteco,18.91666667,-99.66666667
Ogbia,4.666666667,6.25
Oi,14.83333333,107.1666667
Oirat,37.5,93
Otomí (Ixtenco),19.08333333,-97.91666667
Ojibwa (Eastern),46,-80
Ojibwe (Minnesota),47.66666667,-92.5
Ojibwa (Severn),53,-90
Okanagan,49.5,-118.5
Oriya (Kotia),18.33333333,83
Oksapmin,-5.166666667,142.1666667
Oku,6.25,10.5
Oloh Mangtangai,-0.833333333,113
Olo,-3.416666667,142
Olutec,17.95,-95
Omagua,-4,-73.5
Omaha,42,-97.25
Ömie,-9.05,148.0833333
Oneida,43,-75.66666667
One,-3.25,141.9166667
Onge,10.75,92.41666667
Onondaga,42.75,-76.16666667
Ono,-6.166666667,147.5833333
O'odham,32,-112
Emai,7.083333333,5.916666667
Oromo (Boraana),4.5,38.5
Oroch,50.33333333,137.5
Ordos,39,109
Orejón,-2.833333333,-72.5
Oromo (Harar),9,42
Orig,12.16666667,30.83333333
Orok,49.5,143.5
Orokolo,-7.833333333,145.3333333
Ormuri,32.5,69.75
Orokaiva,-8.833333333,148.25
Oromo (Waata),-3.333333333,39.83333333
Orya,-2.75,139.8333333
Osage,37,-94
Otomí (Santiago Mexquititlan),20.08333333,-100.0833333
Ossetic,43,44
Otomí (Mezquital),20.16666667,-99.16666667
Oto,40.5,-96
Otoro,11.16666667,30.5
Otomí (Sierra),20.66666667,-98.83333333
Oromo (West-Central),9,37
Owininga,-4.5,141.75
Oriya,21,85
Pa'a,11,9.25
Pacoh,16.41666667,107.0833333
Padoe,-2.333333333,121.3333333
Páez,2.666666667,-76
Pagu,1.25,127.75
Paiwan,22.5,120.8333333
Pakanha,-14.5,142.4166667
Palauan,7.5,134.5833333
Pame,22,-99.5
Panjabi,31,74
Papiamentu,12.25,-69
Päri,5,32.5
Patep,-6.916666667,146.5833333
Paumarí,-6,-64
Pawaian,-7,145.0833333
Pima Bajo,29,-111
Pocomam,14.66666667,-90.5
Folopa,-7,144.5
Pech,15,-85.5
Pemon,5.333333333,-62
Pengo,19.83333333,83.83333333
Pero,9.583333333,11
Pilagá,-25,-60
Pingilapese,6.216666667,160.7
Phlong,15,99
Piaroa,5,-67
Pileni,-10.21666667,166.2166667
Pintupi,-23,129
Pipil,13.83333333,-89.58333333
Piro,-11,-73.5
Pisa,-5.166666667,139.1666667
Pitjantjatjara,-26,130
Pokomchí,15.41666667,-90.5
Paakantyi,-32.5,142.5
Pokot,1.5,35.5
Playero,7,-71
Polabian,51,12.83333333
Palaung,22.66666667,96.66666667
Paulohi,-3.25,128.75
Palikur,3,-51
Pulopetak,1.416666667,109.8333333
Palor,14.83333333,-16.75
Pomo (Central),39,-123.3333333
Pomo (Eastern),39,-122.6666667
Pomo (Northern),39.33333333,-123.5
Paamese,-16.5,168.25
Pamona,-1.75,120.8333333
Pangwa,-10,34.75
Pangasinan,15.91666667,120.3333333
Paiute (Northern),42,-118
Panare,6.5,-66
Bunu (Younuo),24,107
Panará,-10,-55
Panyjima,-22.83333333,118.4166667
Po-Ai,-20.66666667,164.8333333
Pocomam Oriental,14.75,-89.75
Podoko,11,14.08333333
Pogoro,-8.75,36.5
Pohnpeian,6.883333333,158.25
Poko-Rawo,-2.833333333,141.5833333
Polish,52,20
Popoloca (Metzontla),18.16666667,-97.5
Portuguese,39,-8
Potawatomi,44.5,-85
Powhatan,37.33333333,-76.5
Piapoco,4,-69.5
Pitta Pitta,-22.83333333,140
Prasuni,35.5,71
Parecis,-14,-57
Parji (Dravidian),19.5,82.5
Pare,-4,36.5
Pirahã,-7,-62
Príncipense,1.616666667,7.366666667
Purki,34.66666667,76
Provençal,44,6
Persian,32,54
Piratapuyo,0.333333333,-69.5
Pashto,33,67
Popoloca (San Juan Atzingo),18.16666667,-96.41666667
Plains-Indians Sign Language,40,-100
Passamaquoddy-Maliseet,45,-67
Pomo (Southeastern),39,-122.5
Popoloca (San Vicente Coyotepec),18.25,-97.83333333
Port Sandwich,-16.5,167.75
Paita,-22.08333333,166.5
Paite,24,93.16666667
Patpatar,-3.766666667,152.5
Pattani,32.75,76.75
Patwin,39,-122.3333333
Puinave,4,-68
Parauk,23.25,99.5
Puluwat,7.333333333,149.3333333
Pumi,28,101
Pungupungu,-13.5,130.4166667
Puquina,-16.5,-68.5
Purépecha,19.5,-101.6666667
Paiute (Southern),37.83333333,-113.3333333
Pawnee,41,-98.66666667
Qafar,12,42
Quechua (Ancash),-8.5,-77.5
Qawasqar,-49,-75
Quechua (Ayacucho),-14,-74
Quechua (Bolivian),-20,-66
Quechua (Cajamarca),-7,-78.5
Quiché,15,-91.41666667
Quechua (Cochabamba),-17.5,-66
Quechua (Cuzco),-14.5,-71
Quechua (Ecuadorean),-1,-79
Quechua (Huallaga),-9.5,-75.5
Qiang,32,102.6666667
Quechua (Imbabura),0.333333333,-78
Quechua (Tarma),-11.41666667,-75.75
Quechan,32.83333333,-114.3333333
Quileute,47.91666667,-124.25
Sipakapense,15.25,-91.75
Rade,13,108.5
Raga,-15.5,168.1666667
Ralte,23.75,92.75
Rama,11.75,-83.75
Rao,-4.75,144.5
Rapanui,-27.11666667,-109.3666667
Rashad,11.83333333,31.05
Romani (Ajia Varvara),38,23.58333333
Rawang,27.5,97.5
Romani (Burgenland),47.5,16.5
Romani (Bugurdzi),42.66666667,21.16666667
Russian-Chinese Pidgin (Birobidjan),48.8,132.95
Rejang,-3.416666667,102.5
Remo,18,82
Rendille,2,37.5
Resígaro,-2.416666667,-71.5
Retuarã,-0.5,-70.66666667
Ronga,-26,32.5
rGyalrong (Caodeng),31.66666667,101.75
Roglai (Northern),12.16666667,108.8333333
Riantana,-7.5,138.5
Rikbaktsa,-11.83333333,-57.5
Rimi,-5,34.66666667
Ritharngu,-12.83333333,135.5
Raji,28,82.75
Romani (Kalderash),45,21
Romani (Lovari),47,21.5
Rembarnga,-12.83333333,134.5833333
Romansch,46.66666667,9.166666667
Rundi,-3.5,30
Rengao,14.58333333,107.8333333
Rennellese,-11.61666667,160.25
Romani (North Russian),60,38
Runyankore,-0.5,30.5
Romanian,46,25
Ron,9,8.75
Roro,-8.75,146.5833333
Rotuman,-12.5,177.0666667
Roviana,-8.25,157.3333333
Rang Pas,30.33333333,79.33333333
Runyoro-Rutooro,1.5,31.33333333
Romansch (Scharans),46.75,9.5
Romani (Sepecides),38.25,27
Rushan,38.16666667,71.5
Russian Sign Language,56,44
Romansch (Surmeiran),46.58333333,9.75
Romansch (Sursilvan),46.66666667,8.833333333
Roti,-10.66666667,123.25
Rotokas,-6,155.1666667
Rukai (Tanan),22.83333333,120.8333333
Rumu,-7.166666667,144.25
Runga,10.33333333,21
Russian,56,38
Rutul,41.5,47.41666667
Rawa,-5.833333333,146
Romani (Welsh),52,-4
Shuri,26.5,127.5
Sa'a,-9.616666667,161.45
Sa'ban,3.666666667,115.6666667
Saek,17.41666667,104.75
Sahu,1.166666667,127.5
Sakao,-15.16666667,167.0833333
Salinan,36,-121
Samoan,-13.91666667,-171.8333333
Sango,5,18
Saho,14.75,39.75
Sapuan,15.16666667,106.8333333
Sare,-4.5,143.1666667
Savi,35,71.5
Sawu,-11.5,121.9166667
Sayultec,17.83333333,-95
Sáliba (in Colombia),6,-70
Sama (Balangingi),6.166666667,121.8333333
Saanich,48.58333333,-123.4166667
Serbian-Croatian,44,19
Saami (Central-South),64.66666667,16.75
Sindhi,26,69
Sandawe,-5,35
Southeast Ambrym,-16.3,168.2166667
Sebei,1.333333333,34.58333333
Secoya,-0.333333333,-76
Sedang,14.83333333,108
Seediq,24.16666667,121.4166667
Selknam,-53,-70
Sema,26,94.5
Sena,-18,35.25
Seri,29,-112
Sesotho,-28,27
Seychelles Creole,-4.75,55.5
Sougb,-1.5,134
Songe,-6.833333333,22
Sengele,-1.833333333,17.33333333
Sangir,3.5,125.5
Songish,48.45,-123.3333333
Sangu,-1.5,11.83333333
Shan,22,98
Shabo,7.583333333,35.41666667
Sherdukpen,27,92.5
Sherpa,27.75,86.83333333
Shigatse,29,89
Sharanahua,-11,-70
Shiriana,3.5,-62.83333333
Shipibo-Konibo,-7.5,-75
Shilluk,9.666666667,31.75
Shambala,-4.25,38.25
Shona,-18,31
Shoshone,41,-114
Sahaptin (Northern),46.5,-120
Shor,53,88
Shasta,41.83333333,-122.6666667
Shatt,10.83333333,30
Shuswap,52,-120
Shawnee,40,-83
Shira Yughur,38,99
Siane,-6.083333333,145.2
Sidaama,6.666666667,38.5
Sika,-8.7,122.25
Sila,12.33333333,21.75
Simeulue,2.5,96.25
Siona,0.333333333,-76.25
Sio,-5.95,147.3333333
Siar,-4.666666667,152.9166667
Sisiqa,-7,156.8333333
Siuslaw,44,-124
Saami (Kildin),67,37
Sikkimese,27.83333333,88.5
Sikule,2.666666667,96
Sukuma,-2.833333333,32
Sikuani,6.25,-71.5
Skou,-2.666666667,140.9166667
Selkup,65,82
Sikaritai,-2.916666667,138.25
Suku,-6,17.66666667
Shekhawati,28,75.5
Slave,67,-125
Saliba (in Papua New Guinea),-10.58333333,150.7166667
Samba Leko,8.5,12.5
Sulung,28.33333333,93.25
Slovene,46,15
Selepet,-6.166666667,147.1666667
Salar,35,103
Slavey,60,-120
Selayar,-6,120.5
Semandang,-0.75,110.5
Seme,11,-4.916666667
Semai,4.333333333,101.6666667
Semelai,3,103
Seminole,33,-84
Shompen,7,93.75
Sahaptin (Umatilla),45.66666667,-118.5
Shina,36,74
Seneca,42.5,-77.5
Senadi,9.5,-6.25
Sinaugoro,-9.833333333,147.8333333
Sinhala,7,80.5
Sanuma,4.5,-64.66666667
Soninke,15,-10.5
Saami (Northern),69,24
Sentani,-2.583333333,140.5833333
So,2.583333333,34.75
Sobei,-1.916666667,138.75
Soddo,8.5,38.5
Solon,48,120
Somali,3,45
Sonsorol-Tobi,5.333333333,132.25
Sooke,48.33333333,-123.75
Soqotri,12.5,54
Sora,20,84.33333333
Sorbian (Upper),51.83333333,14.5
Spanish,40,-4
Spanish (Canary Islands),28,-15.58333333
Spitian,32.25,78
Spokane,47.66666667,-117.75
Salish (Southern Puget Sound),47.25,-122.5
Squamish,49.66666667,-123.1666667
Sranan,5.833333333,-55.33333333
Sorbian,51.5,14
Sarcee,52.5,-116
Sardinian,40,9
Sre,11.5,108
Siriano,0.75,-70.16666667
Sorbian (Lower),51.75,14.33333333
Saramaccan,4.5,-55.5
Sirionó,-15.58333333,-64
Siroi,-5.5,146
Serrano,34.5,-117
Selaru,-8.2,131
Siraya,23,120.25
Sisaala,10.83333333,-2.666666667
Shinassha,10.41666667,36.16666667
South Korean Sign Language,37,128
Salish (Samish Straits),48.58333333,-122.5833333
Salish (Straits),48.75,-123.25
Santa,31.5,107.5
Stieng,11.83333333,106.75
Santali,24.5,87
Sotho (Northern),-24,29
Stoney,53.75,-116.5
Subiya,-17.75,24.91666667
Sudest,-11.5,153.45
Suena,-7.75,147.55
Sungor,13.75,21.5
Sui,26,107.5
Suki,-8,141.75
Sulka,-5.083333333,151.9166667
Sumu,13,-84.5
Sundanese,-7,107
Supyire,11.5,-5.583333333
Sursurunga,-4,152.7666667
Susu,10,-13
Svan,43,42.5
Slovincian,54,16
Slovak,49,20
Savosavo,-9.133333333,159.8
Svenska Teckenspråket,59,15
Swahili,-6.5,39
Swedish,60,15
Sawai,0.5,128
Shoshone (Wind River),43.41666667,-108.8333333
Swati,-26.5,31
Swedish (Västerbotten),64.25,19.75
Saryg Yughur,38.75,99.75
Salt-Yui,-6.283333333,145.0333333
Taba,0,127.5
Tacana,-13.5,-68
Taiof,-5.533333333,154.6333333
Tagalog,15,121
Tahitian,-17.66666667,-149.5833333
Tuareg (Air),19,9
Tajik,38.66666667,70
Takia,-4.666666667,146
Talinga,0.416666667,29.66666667
Tamang (Eastern),27.5,85.66666667
Tangale,9.75,11.33333333
Tarao,24.25,94.16666667
Taiap,-4.083333333,144.5
Taiwanese,25,121.5
Tariana,1,-69.16666667
Tashlhiyt,31,-5
Tatana',5.5,115.5
Tauya,-5.75,145.3333333
Tawala,-10.33333333,150.6666667
Tayo,-22,166.3333333
Talysh (Azerbaijan),38.75,48.66666667
Tabare,-6.083333333,145
Tübatulabal,36,-118.3333333
Tigré (Beni Amer),15.5,38
Tabla,-2.45,140.4166667
Tboli,6.166666667,124.5
Tabaru,1.5,127.25
Tabassaran,41.83333333,47.91666667
Tobati,-2.583333333,140.6666667
Tubu,16,15
Tabwa,-8,29.5
Tangbe,28.91666667,83.75
Tarahumara (Central),27.5,-107.5
Toda,11.41666667,76.75
Tibetan (Dingri),28.5,86.5
Tibetan (Drokpa),32.25,81.25
Teco,15.41666667,-92.08333333
Tepehua (Huehuetla),20.5,-98
Tehuelche,-48,-68
Telugu,16,79
Tem,8.666666667,0.5
Tennet,4.416666667,32.5
Teop,-5.666666667,155
Tepehua (Tlachichilco),20.58333333,-98.25
Tera,11,11.83333333
Teso,1.833333333,33.83333333
Tetela,-4,24
Tewa (Arizona),35.83333333,-110.4166667
Turkic (East-Central Xorasan),37,59
Tangga,-3.466666667,153.2
Tagbanwa (Aborlan),9.5,118.5
Tuareg (Ghat),25,10.16666667
Tigak,-2.716666667,150.8
Tshangla,27.83333333,92.16666667
Tugun,-7.716666667,126.75
Tsogo,-1.5,11.33333333
Tanglapui,-8.283333333,125.0833333
Tigré,16.5,38.5
Tarangan (West),-6.5,134.1666667
Thai,16,101
Thadou,24.41666667,93.91666667
Thakali,29,83.75
Thangmi,27.75,86
Thompson,49.75,-121.75
Thaypan,-14.83333333,143.1666667
Thai Sign Language,15,101
Tehit,-1.5,132
Thulung,27.41666667,86.5
Thao,23.88333333,120.9166667
Kuuk Thaayorre,-14.58333333,141.8333333
Tima,11.66666667,29.25
Tibetan (Standard Spoken),30,91
Ticuna,-4,-70.5
Tidore,0.75,127.5
Tifal,-5,141.3333333
Tigrinya,14.5,38.5
Tikar,5.833333333,11.66666667
Tillamook,45.33333333,-123.75
Timugon,5,116
Tinrin,-21.66666667,165.75
Tiriyo,3.25,-55.75
Tibetan (Shigatse),29,89
Tiv,7.5,9
Tiwi,-11.5,131
Tiipay (Jamul),32.16666667,-116.5
Tokelauan,-9,-172
Tuki,4.583333333,11.5
Takelma,42.5,-123
Turkmen,40,58
Teke (Southern),-2.333333333,14.5
Tolai,-4.25,152.0833333
Tatar-Noghay (Alabugat),47.41666667,45.66666667
Talaud,4.25,126.75
Telefol,-5,141.75
Tlingit,59,-135
Taulil,-4.416666667,152.0833333
Tobelo,1.5,128.5
Tlapanec,17.08333333,-99
Talysh (Southern),37,49
Tama,14.5,22
Timucua,30.25,-82.5
Tamagario,-6.416666667,139.25
Tatar (Mishar),55.5,49
Tumak,9.5,17.33333333
Tamil,11,78.5
Tamabo,-15.66666667,167.1666667
Temein,11.91666667,29.41666667
Tibetan (Modern Literary),29.83333333,91.5
Tampulma,10.41666667,-0.583333333
Temiar,5,101.5
Tommo So,15,-3
Tat (Muslim),41.25,48.75
Turkana,3,35.5
Tunebo,6.75,-72.25
Tanacross,63.5,-143.5
Tindi,42.36666667,46.25
Temne,8.666666667,-13.08333333
Tongan,-21.16666667,-175.1666667
Tinani,32.33333333,77.16666667
Tanaina,62,-150
Tungak,-2.55,150.25
Tanana (Lower),65,-150
Tunen,4.75,10.66666667
Tondano,1.25,125
Tanna (Southwest),-19.56666667,169.3333333
Tontemboan,1.083333333,124.5
Tenyer,10.66666667,-4.5
Toaripi,-8.333333333,146.25
Toba,-26.5,-59
Tod,32.41666667,77.25
Tofa,53.75,98
Tojolabal,16.33333333,-91.5
Tarok,9,10.08333333
Tol,14.66666667,-87
Tonkawa,30.25,-96.75
Toqabaqita,-8.416666667,160.5833333
Toratán,1.083333333,124.8333333
Totonac (Sierra),19.91666667,-97.41666667
Totonac (Misantla),19.91666667,-96.91666667
Toussian,11,-4.666666667
Toussian (Win),10.83333333,-4.666666667
Tasmanian (Oyster Bay to Pitwater),-42.5,147.75
Tonga (in Zambia),-17,27
Totonac (Papantla),20.33333333,-97.33333333
Tepecano,21.75,-104.75
Tok Pisin,-9.5,147.1666667
Tepehuan (Northern),26.33333333,-107
Tupuri,10.16666667,14.75
Tepehuan (Southeastern),23,-104.5
Tapieté,-19.75,-61.66666667
Teribe,9.333333333,-82.66666667
Trique (Chicahuaxtla),17.16666667,-97.83333333
Toraja,-3,119.75
Tewa (Rio Grande),36.25,-106.1666667
Trique (Copala),17.16666667,-97.91666667
Tirmaga,5.75,35.25
Terêna,-20,-56
Tairora,-6.5,146
Ternate,0.833333333,127.25
Trumai,-11.91666667,-53.58333333
Torwali,34.25,72
Tiruray,6.75,124.1666667
Tsakhur,41.66666667,47.16666667
Timorese,-9.666666667,124.5
Tsafiki,-1,-79.33333333
Tausug,6,121
Tümpisa Shoshone,37,-117
Tsimshian (Coast),52.5,-129
Tewa (San Juan Pueblo),36.08333333,-106.0833333
Tamashek,20,-2
Tanzania Sign Language,-6,35
Tasmanian,-42.16666667,146.5
Tsonga,-24,32
Tsou,23.5,120.75
Tamil (Spoken),11,78
Taushiro,-3.25,-75.5
Tsat,18.25,109.5
Tswana,-24,26
Tsez,42.25,45.75
Tatar (Baraba),55.33333333,78.33333333
Tetun Dili,-8.583333333,125.5833333
Tutelo,37.66666667,-78.75
Tetun,-9,126
Tati (Southern),36,49.66666667
Tsova-Tush,42.5,45.5
Tatuyo,0.416666667,-70.5
Tuamotuan,-17,-144
Tubar,27,-108
Tucano,0.5,-69.16666667
Tuareg (Ahaggar),23,6
Türk Isaret Dili,39,34
Tukang Besi,-5.5,123.5
Tulu,12.75,75.33333333
Tumleo,-3.083333333,142.4166667
Tunica,32.66666667,-91
Tupi,-6,-36
Turkish,39,35
Tuscarora,36,-77.5
Tutchone (Northern),63,-137
Tuvan,52,95
Tuyuca,0.5,-70.08333333
Tuvaluan,-8.5,179.1666667
Tatar,56,49.5
Tutsa,27.5,96.5
Twana,47.66666667,-122.75
Tarahumara (Western),27.5,-108
Tiwa (Northern),36.5,-105.5
Tiwa (Southern),35,-106.3333333
Turkic (West Xorasan),36.66666667,56
Totonac (Xicotepec de Juárez),20.41666667,-97.83333333
Tyeraity,-13,130.3333333
Tzeltal (Aguacatenango),16.41666667,-92.5
Tzeltal (Bachajón),16.91666667,-92
Tzeltal,16.83333333,-92.25
Taiwanese Sign Language (Ziran Shouyu),24,121
Tzotzil,16.5,-92.66666667
Tzotzil (San Andrés),17,-92.83333333
Tzeltal (Tenejapa),16.66666667,-92.33333333
Tzutujil,14.66666667,-91.33333333
Tzotzil (Zinacantán),16.83333333,-92.83333333
Ubykh,43.66666667,39.66666667
Udihe,47.66666667,136.25
Udi,41,48
Udmurt,57.5,52.5
Ugandan Sign Language,1,32.5
Uradhi,-11.91666667,142.4166667
Ukrainian,49,33
Upper Kuskokwim,63,-157
Ulcha,52.25,140.3333333
Uldeme,10.95,14.11666667
Ulithian,9.916666667,139.5833333
Uma,-1.833333333,120
UMbundu,-12.5,15
Umpila,-13.5,143.5
Umaua,1,-72
Una,-4.666666667,140
Ungarinjin,-16.33333333,126
Unami,40,-75.16666667
Ura,-18.66666667,169.0833333
Urdu,25,67
Urhobo,5.583333333,6
Urim,-3.583333333,142.6666667
Urubú-Kaapor,-2.333333333,-46.5
Urak Lawoi',8,98.33333333
Urum,47.11666667,37.55
Urarina,-4.5,-75.5
Urat,-3.666666667,142.8333333
Uru,-16.75,-69
Usan,-4.833333333,145.1666667
Urubú Sign Language,-2.333333333,-46
Usarufa,-6.416666667,145.5833333
Ute,39,-109
Uyghur,40,80
Uzbek,39,66
Uzbek (Northern),40.66666667,66.5
Vafsi,34.66666667,49.91666667
Vagla,9.416666667,-2.416666667
Vai,6.916666667,-11.25
Vasavi,24.5,71.5
Vata,5.833333333,-5.416666667
Vedda,7,81
Venda,-22,30
Veps,60,35
Vietnamese,10.5,106.5
Vili,-5.5,14
Kariera,-20.5,118.5
Vlaamse Gebarentaal,51,4
Vinmavis,-16.16666667,167.4166667
Votic,59.5,30
Wagiman,-14,131.25
Wahgi,-5.833333333,144.7166667
Wai Wai,1,-59
Wakhi,36.5,72
Walman,-3.216666667,142.5
Wambaya,-18.66666667,135.75
Wangkumara,-27.33333333,143
Waorani,-1,-76.5
Wappo,38.5,-122.5
Wari',-11.33333333,-65
Washo,39.25,-120
Watjarri,-26,117.5
Waunana,4,-77
Wayampi,1,-52
Wambon,-5.5,140.4166667
Wanman,-22,123
Wichí,-22.5,-62.58333333
Western Desert (Ooldea),-30.5,132
Welsh (Colloquial),52.75,-3.5833
Wedau,-10.16666667,150.1666667
Welsh,52,-3
Wembawemba,-35.33333333,144
Weri,-7.75,146.9166667
Wetan,-8.166666667,128
Wangkangurru,-27,137
Waigali,35,71.25
Warrongo,-18,145
Wichita,33.33333333,-97.33333333
Wikchamni,36.41666667,-119.0833333
Wintu,41,-122.5
Wirangu,-32,134
Wiyot,40.83333333,-124.1666667
Wagawaga,-26.5,152.5
Wolof,15.25,-16
Wallisian,-13.3,-176.2
Walmatjari,-19.5,125.75
Wolio,-5.5,122.75
Warluwara,-22,138.5
Wolaytta,6.833333333,37.75
West Makian,0.5,127.5833333
Wambule,29.25,85.91666667
Wéménugbé,6.666666667,2.5
Wik Munkan,-13.91666667,141.75
Wik Ngathana,-13.91666667,141.5
Wan,7.833333333,-5.866666667
Winnebago,43.5,-88.5
Wantoat,-6.166666667,146.5
Wobe,7.416666667,-7.333333333
Wogamusin,-4.25,142.3333333
Woisika,-8.25,124.8333333
Woleaian,7.333333333,143.8333333
Womo,-2.916666667,141.8333333
Worora,-15.66666667,124.6666667
Wapishana,2.666666667,-60
Warao,9.333333333,-61.66666667
Warrnambool,-38.25,142.5
Wardaman,-15.5,131
Warrgamay,-18.58333333,146.0833333
Warekena,1.5,-67.5
Warlpiri,-20,132.3333333
Warembori,-1.666666667,137.5833333
Warndarang,-14.41666667,135.5833333
Waropen,-2.333333333,136.5833333
Waris,-3.166666667,141
Warumungu,-19.5,134.5
Warrwa,-17.5,123.5
Waray (in Australia),-13.16666667,131.25
Waskia,-4.5,146
Wathawurrung,-38,144
Watam,-3.916666667,144.5
Wu (Changzhou),31.66666667,119.9166667
Waurá,-13,-53
Waama,10.58333333,1.666666667
Woiwurrung,-37.5,145.5
Waray-Waray,12,125
Wyandot,44.33333333,-77.5
Wayana,3.25,-54.16666667
/Xam,-31,21
Xârâcùù,-21.66666667,166
Xasonga,14.25,-10.5
Xavánte,-15,-52.5
Kombio,-3.5,142.75
Xerénte,-10,-48.16666667
Xhosa,-32,27
Xiamen,24.5,118.1666667
Kanashi,32.08333333,77.25
Xokleng,-24.5,-50
!Xóõ,-24,21.5
Kàsim,11,-1.333333333
!Xun (Ekoka),-19.66666667,18
Yagua,-3.5,-72
Yahgan,-55,-68
Yaka,-7,17.5
Yale (Kosarek),-4.083333333,139.5
Yaminahua,-8,-73
Yana,40.5,-122
Yao (in Malawi),-14.5,35.5
Yapese,9.583333333,138.1666667
Yaqui,27.5,-110.25
Yareba,-9.5,148.5
Yavapai,34,-113.3333333
Yawa,-1.75,136.25
Yay,22.41666667,104.75
Yazgulyam,38.5,71.5
Yamba,6.416666667,11.08333333
Yamphu,27.58333333,87.33333333
Yup'ik (Chevak),61.5,-165.75
Yucuna,-0.75,-71
Yucatec,20,-89
Yiddish (Bessarabian),47,28.5
Yiddish,52,23
Yiddish (Lodz),51.75,19.41666667
Yei,-7.916666667,140.9166667
Yelî Dnye,-11.36666667,154.1666667
Yemba,5.416666667,10.08333333
Yessan-Mayo,-4.166666667,142.5833333
Yeyi,-20,23.5
Yag Dii,8,14
Yaghnobi,39,69
Yagaria,-6.333333333,145.4166667
Yi,24,104
Yidiny,-17,145.75
Yil,-3.533333333,142.15
Yimas,-4.666666667,143.55
Yindjibarndi,-21.75,117.9166667
Yir Yiront,-14.83333333,141.8333333
Yuki,39.66666667,-123.5
Yakoma,4.416666667,18.41666667
Yakan,6.5,122
Yukaghir (Kolyma),65.75,150.8333333
Yukpa,10.16666667,-72.75
Yakut,62,130
Yulparija,-21,124
Yali,-4,139.3333333
Yelmek,-7.666666667,139.1666667
Yalarnnga,-22,140
Yiddish (Lithuanian),55,25
Yamdena,-7.5,131.5
Yami,22,121.5
Yemsa,7.833333333,37.33333333
Yupik (Naukan),66,-172
Yingkarta,-25.16666667,114.8333333
Yankuntjatjara,-27,132
Yanomámi,2.333333333,-63
Yansi,-3.833333333,18
Yanyuwa,-16.41666667,137.1666667
Yokuts (Yaudanchi),36.08333333,-119.0833333
Yoruba,8,4.333333333
Yup'ik (Central),59.5,-160
Yaqay,-6.583333333,139.25
Yuracare,-16.58333333,-65.25
Yurimangí,3.833333333,-77
Yaruro,7,-68
Yuruti,1,-70.41666667
Yupik (Sirenik),64.5,-174
Yupik (St. Lawrence Island),63.5,-170.5
Yurt Tatar,46.33333333,48.5
Yukaghir (Tundra),69,155
Yuchi,35.75,-86.75
Yugh,61,90
Yukulta,-17.33333333,138.8333333
Yulu,8.5,25.25
Yup'ik (Norton Sound),64,-161
Yurok,41.33333333,-124
Yupik (Siberian),65,-173
Yuwaalaraay,-29.5,148
Yawelmani,35.41666667,-119
Yawuru,-18,122.5
Yaygir,-29.66666667,153
Yorta Yorta,-36,146
Yazva,65,55
Beria,16,23
Zapotec (Isthmus),16.416667,-95
Zapotec (Juárez),17.5,-96.58333333
Zapotec (Mixtepec),16.33333333,-96.33333333
Zande,4,26
Zapotec (Mitla),16.8,-96.25
Zapotec (Quiegolani),16.16666667,-96.08333333
Zarma,13.83333333,2.166666667
Zayse,5.916666667,37.33333333
Zazaki,39,41
Zoque (Chimalapa),16.75,-94.75
Zenaga,17.33333333,-16
Zoque (Francisco León),17.33333333,-93.25
Zhang-Zhung,31.58333333,78.41666667
Zhuang (Northern),24,108
Zimakani,-7.433333333,141.4333333
Zulu (Northern),-28,31
Zapotec (Ixtlan),17.25,-96.5
Zaparo,-2,-76.33333333
Zoque (Copainalá),17,-93.25
Zoque (Ostuacan),17.41666667,-93.3
Zoque (Rayon),17.08333333,-93
Zoque (Soteapan),18.33333333,-95.16666667
Zulu (Southern),-31,30
Zapotec (San Lucas Quiaviní),16.9,-96.46666667
Zapotec (Texmelucan),16.5,-97.16666667
Zulu,-30,30
Zuni,35.08333333,-108.8333333
Zapotec (Yatzachi),17.2,-96.2
Zapotec (Zoogocho),17.25,-96.25
